Key,Path,AssetBundle,LevelKey,EnemyId,SummonedEnemy,Intensive,CellarSprite,Hp,Speed,SpeedRate,Critical,IsBoss,ExtraAssetBundle,BossBgm,BossRoom,BossWeapon,SubspeciesBoss,DoubleBosses,DropOffsetX,DropOffsetY,Drops,DropGroups
e_robberMonkey,Level/2/F/Enemy/e_robberMonkey/e_robberMonkey.prefab,level/2/f,2F,e_robberMonkey,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_37"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",60,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_lilRobberMonkey,Level/2/F/Enemy/e_lilRobberMonkey/ex_lilRobberMonkey.prefab,level/2/f,2F,e_lilRobberMonkey,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_31"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",51,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_relicScarabFire,Level/2/F/Enemy/e_relicScarabFire/ex_relicScarabFire.prefab,level/2/f,2F,e_relicScarabFire,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_27"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",41,3,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_relicScarabIce,Level/2/F/Enemy/e_relicScarabIce/ex_relicScarabIce.prefab,level/2/f,2F,e_relicScarabIce,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_28"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",41,3,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_relicScarabPoison,Level/2/F/Enemy/e_relicScarabPoison/ex_relicScarabPoison.prefab,level/2/f,2F,e_relicScarabPoison,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_29"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",41,3,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_relicSkeleton01,Level/2/F/Enemy/e_relicSkeleton01/ex_relicSkeleton01.prefab,level/2/f,2F,e_relicSkeleton01,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_32"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",50,6,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_skin_fragment_flag""},""probability"":3.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_relicSkeleton02,Level/2/F/Enemy/e_relicSkeleton02/ex_relicSkeleton02.prefab,level/2/f,2F,e_relicSkeleton02,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_33"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",50,6,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_skin_fragment_flag""},""probability"":3.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_relicSkeleton03,Level/2/F/Enemy/e_relicSkeleton03/ex_relicSkeleton03.prefab,level/2/f,2F,e_relicSkeleton03,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_34"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",60,6,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_skin_fragment_flag""},""probability"":3.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_relicSkeleton04,Level/2/F/Enemy/e_relicSkeleton04/ex_relicSkeleton04.prefab,level/2/f,2F,e_relicSkeleton04,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_35"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",60,6,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_skin_fragment_flag""},""probability"":3.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_relicSkeleton05,Level/2/F/Enemy/e_relicSkeleton05/ex_relicSkeleton05.prefab,level/2/f,2F,e_relicSkeleton05,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_36"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",65,6,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_skin_fragment_flag""},""probability"":3.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_robberMonkey,Level/2/F/Enemy/e_robberMonkey/ex_robberMonkey.prefab,level/2/f,2F,e_robberMonkey,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_37"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",150,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
boss_robot_king,Level/2/G/Boss/boss_robot_king/boss_robot_king.prefab,boss/boss_robot_king,2G,boss_robot_king,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_10"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",1200,5,0,0,True,,RGSound/bgm/bgm_2High.mp3,Level/2/G/Boss/boss_robot_king/r2_boss_robot_king.prefab,weapon_359,,"{""boss_robot_queen"":10,""boss01"":10,""boss01_2"":10,""boss02"":10,""boss20"":10,""boss03"":10,""boss04"":20,""boss15"":0,""boss16"":0,""boss24"":0,""boss27"":0,""boss26"":0,""boss_robot_king"":10}",0,0,"[{""item"":{""item"":""material_tape_level_2g""},""probability"":7.5,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_iron""},""probability"":150.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""plant_heptacolor_seed""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_ancient_weapon_fragment""},""probability"":150.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skill_Warlock_1""},""probability"":25.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[{""type"":0,""bluePrint"":{""item"":""blueprint_skill_Warlock_1""},""material"":{""item"":""""},""requiredNum"":0,""inverse"":true},{""type"":2,""bluePrint"":{""item"":""""},""material"":{""item"":""material_skill_Warlock_1""},""requiredNum"":8,""inverse"":false}]}]","[]"
boss_robot_king_robot_knight_1,Level/2/G/Boss/boss_robot_king/summon/boss_robot_king_robot_knight_1.prefab,boss/boss_robot_king,2G,e_robot_knight_1,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_0"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",24,3,0,0,False,,,,,,"{}",0,0,"[]","[]"
boss_robot_king_robot_knight_2,Level/2/G/Boss/boss_robot_king/summon/boss_robot_king_robot_knight_2.prefab,boss/boss_robot_king,2G,e_robot_knight_2,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_1"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",20,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
boss_robot_king_robot_knight_3,Level/2/G/Boss/boss_robot_king/summon/boss_robot_king_robot_knight_3.prefab,boss/boss_robot_king,2G,e_robot_knight_3,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_2"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",50,3,0,0,False,,,,,,"{}",0,0,"[]","[]"
boss_robot_king_robot_knight_4,Level/2/G/Boss/boss_robot_king/summon/boss_robot_king_robot_knight_4.prefab,boss/boss_robot_king,2G,e_robot_knight_4,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_3"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",16,3,0,0,False,,,,,,"{}",0,0,"[]","[]"
boss_robot_queen,Level/2/G/Boss/boss_robot_queen/boss_robot_queen.prefab,boss/boss_robot_queen,2G,boss_robot_queen,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_8"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",1000,8,0,0,True,,RGSound/bgm/bgm_2High.mp3,Level/2/G/Boss/boss_robot_queen/r2_boss_robot_queen.prefab,weapon_357,,"{""boss_robot_queen"":10,""boss01"":10,""boss01_2"":10,""boss02"":10,""boss20"":10,""boss03"":10,""boss04"":20,""boss15"":0,""boss16"":0,""boss24"":0,""boss27"":0,""boss26"":0,""boss_robot_king"":10}",0,0,"[{""item"":{""item"":""material_tape_level_2g""},""probability"":7.5,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_iron""},""probability"":100.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_ancient_weapon_fragment""},""probability"":150.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skill_Warlock_1""},""probability"":25.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[{""type"":0,""bluePrint"":{""item"":""blueprint_skill_Warlock_1""},""material"":{""item"":""""},""requiredNum"":0,""inverse"":true},{""type"":2,""bluePrint"":{""item"":""""},""material"":{""item"":""material_skill_Warlock_1""},""requiredNum"":8,""inverse"":false}]}]","[]"
e_robot_bishop,Level/2/G/Enemy/e_robot_bishop/e_robot_bishop.prefab,level/2/g,2G,e_robot_bishop,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_6"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",20,5,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_tape_level_2g""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_robot_knight_1,Level/2/G/Enemy/e_robot_knight_1/e_robot_knight_1.prefab,level/2/g,2G,e_robot_knight_1,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_0"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",24,3,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_tape_level_2g""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_robot_knight_2,Level/2/G/Enemy/e_robot_knight_2/e_robot_knight_2.prefab,level/2/g,2G,e_robot_knight_2,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_1"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",20,4,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_tape_level_2g""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_robot_knight_3,Level/2/G/Enemy/e_robot_knight_3/e_robot_knight_3.prefab,level/2/g,2G,e_robot_knight_3,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_2"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",50,3,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_tape_level_2g""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_robot_knight_4,Level/2/G/Enemy/e_robot_knight_4/e_robot_knight_4.prefab,level/2/g,2G,e_robot_knight_4,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_3"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",16,3,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_tape_level_2g""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_robot_pawn,Level/2/G/Enemy/e_robot_pawn/e_robot_pawn.prefab,level/2/g,2G,e_robot_pawn,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_4"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",12,6,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_tape_level_2g""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_robot_rook,Level/2/G/Enemy/e_robot_rook/e_robot_rook.prefab,level/2/g,2G,e_robot_rook,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_5"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",16,5,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_tape_level_2g""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
electric_box,Level/2/G/LevelObject/Element/Obstacle/electric_box/electric_box.prefab,level/2/g,2G,,True,False,"{}",30,8,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_robot_bishop,Level/2/G/Enemy/e_robot_bishop/ex_robot_bishop.prefab,level/2/g,2G,e_robot_bishop,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_6"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",40,5,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_tape_level_2g""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_robot_knight_1,Level/2/G/Enemy/e_robot_knight_1/ex_robot_knight_1.prefab,level/2/g,2G,e_robot_knight_1,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_0"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",55,3,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_tape_level_2g""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_robot_knight_2,Level/2/G/Enemy/e_robot_knight_2/ex_robot_knight_2.prefab,level/2/g,2G,e_robot_knight_2,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_1"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",45,4,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_tape_level_2g""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_robot_knight_3,Level/2/G/Enemy/e_robot_knight_3/ex_robot_knight_3.prefab,level/2/g,2G,e_robot_knight_3,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_2"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",120,3,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_tape_level_2g""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_robot_knight_4,Level/2/G/Enemy/e_robot_knight_4/ex_robot_knight_4.prefab,level/2/g,2G,e_robot_knight_4,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_3"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",40,3,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_tape_level_2g""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_robot_pawn,Level/2/G/Enemy/e_robot_pawn/ex_robot_pawn.prefab,level/2/g,2G,e_robot_pawn,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_4"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",35,6,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_tape_level_2g""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_robot_rook,Level/2/G/Enemy/e_robot_rook/ex_robot_rook.prefab,level/2/g,2G,e_robot_rook,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_3_5"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_3.png""}",45,5,0,0,False,,,,,,"{}",0,0,"[{""item"":{""item"":""material_tape_level_2g""},""probability"":0.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
robot_queen_tower,Level/2/G/Boss/boss_robot_queen/ElectricTower/robot_queen_tower.prefab,boss/boss_robot_queen,2G,,True,False,"{}",150,8,0,0,False,,,,,,"{}",0,0,"[]","[]"
boss05,Level/3/A/Boss/boss05/boss05.prefab,boss/boss05,3A,boss05,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_34"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",800,5,0,0,True,,RGSound/bgm/bgm_3High.mp3,Level/3/A/Boss/boss05/r3_boss1.prefab,weapon_132,,"{""boss05"":10,""boss06"":10,""boss11"":10,""boss12_parent"":10,""boss21"":10,""boss18"":10,""boss28"":10}",0,1,"[{""item"":{""item"":""material_magic_purple""},""probability"":100.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_cell""},""probability"":200.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""plant_mandrake_seed""},""probability"":15.000001,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skill_Druid_1""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[{""type"":0,""bluePrint"":{""item"":""blueprint_skill_Druid_1""},""material"":{""item"":""""},""requiredNum"":0,""inverse"":true},{""type"":2,""bluePrint"":{""item"":""""},""material"":{""item"":""material_skill_Druid_1""},""requiredNum"":8,""inverse"":false}]},{""item"":{""item"":""material_ancient_weapon_fragment""},""probability"":175.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
boss06,Level/3/A/Boss/boss06/boss06.prefab,boss/boss06,3A,boss06,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_35"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",800,4,0,0,True,,RGSound/bgm/bgm_3High.mp3,Level/3/A/Boss/boss06/r3_boss2.prefab,weapon_137,,"{""boss05"":10,""boss06"":10,""boss11"":10,""boss12_parent"":10,""boss21"":10,""boss18"":10,""boss28"":10}",0,1,"[{""item"":{""item"":""material_magic_blue""},""probability"":100.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_battery""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_gear""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_iron""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_fragment_zulan""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""blueprint_m_mech_4""},""probability"":15.000001,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_boss3""},""probability"":7.50000048,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_ancient_weapon_fragment""},""probability"":175.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
boss21,Level/3/A/Boss/boss21/boss21.prefab,boss/boss21,3A,boss21,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_103"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",1000,4,0,0,True,,RGSound/bgm/bgm_3High.mp3,Level/3/A/Boss/boss21/r3_boss6.prefab,weapon_255,,"{""boss05"":10,""boss06"":10,""boss11"":10,""boss12_parent"":10,""boss21"":10,""boss18"":10,""boss28"":10}",0,0.5,"[{""item"":{""item"":""material_gear""},""probability"":100.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_black""},""probability"":100.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_boss3""},""probability"":7.50000048,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""blueprint_m_mech_7""},""probability"":8.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_ancient_weapon_fragment""},""probability"":150.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_alien01,Level/3/A/Enemy/e_alien01/e_alien01.prefab,level/3/a,3A,e_alien01,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_18"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",25,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_alien""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_alien02,Level/3/A/Enemy/e_alien02/e_alien02.prefab,level/3/a,3A,e_alien02,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_19"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",25,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_alien""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_alien03,Level/3/A/Enemy/e_alien03/e_alien03.prefab,level/3/a,3A,e_alien03,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_20"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",30,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_alien""},""probability"":0.05,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
