Key,Type,SubType,DataStr
material_season_coin,Material,Material,"{""Name"":""material_season_coin"",""Localization"":"""",""ItemValue"":3,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/ui/common.spriteatlasv2"",""sprite"":""ui_season_coin_0"",""tex"":""Assets/RGTexture/ui/common/ui_season_coin.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":2.0,""IconRotation"":0.0}"
material_season_treasure_box,Material,Material,"{""Name"":""material_season_treasure_box"",""Localization"":"""",""ItemValue"":3,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/ui/common.spriteatlasv2"",""sprite"":""ui_season_coin_3"",""tex"":""Assets/RGTexture/ui/common/ui_season_coin.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_season_treasure_box_1,Material,Material,"{""Name"":""material_season_treasure_box_1"",""Localization"":"""",""ItemValue"":3,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/season_store.spriteatlasv2"",""sprite"":""treasure_box_1_2"",""tex"":""Assets/RGTexture/season_store/treasure_box_1.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_season_treasure_box_2,Material,Material,"{""Name"":""material_season_treasure_box_2"",""Localization"":"""",""ItemValue"":3,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/season_store.spriteatlasv2"",""sprite"":""treasure_box_1_2"",""tex"":""Assets/RGTexture/season_store/treasure_box_1.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_season_ticket_treasure_box_2,Material,Material,"{""Name"":""material_season_ticket_treasure_box_2"",""Localization"":"""",""ItemValue"":3,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/season_store.spriteatlasv2"",""sprite"":""cg_treasure_box_ticket"",""tex"":""Assets/RGTexture/season_store/cg_treasure_box_ticket.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_ticket,Material,Material,"{""Name"":""material_ticket"",""Localization"":"""",""ItemValue"":500,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_7"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_ticket_bossrush,Material,Material,"{""Name"":""material_ticket_bossrush"",""Localization"":"""",""ItemValue"":500,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_29"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_wood,Material,Material,"{""Name"":""material_wood"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_10"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_soul_fragment,Material,Material,"{""Name"":""material_soul_fragment"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""soul_fragment"",""tex"":""Assets/RGTexture/items/soul_fragment.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_halloween,Material,Material,"{""Name"":""material_activity_coin_halloween"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""soul_fragment"",""tex"":""Assets/RGTexture/items/soul_fragment.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_combo_gun_spark_currency,Material,Material,"{""Name"":""material_combo_gun_spark_currency"",""Localization"":"""",""ItemValue"":1,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/season_store.spriteatlasv2"",""sprite"":""cg_treasure_box_spark"",""tex"":""Assets/RGTexture/season_store/cg_treasure_box_spark.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":2.0,""IconRotation"":0.0}"
feature_more_bag_capacity,Material,Material,"{""Name"":""feature_more_bag_capacity"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/season_store.spriteatlasv2"",""sprite"":""feature_more_bag_capacity_0"",""tex"":""Assets/RGTexture/season_store/feature_more_bag_capacity.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_fusion_fragment,Material,Material,"{""Name"":""material_fusion_fragment"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""fusion_fragment"",""tex"":""Assets/RGTexture/items/fusion_fragment.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_zongzi_fragment,Material,Material,"{""Name"":""material_zongzi_fragment"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""zongzi_fragment"",""tex"":""Assets/RGTexture/items/zongzi_fragment.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
feature_more_select_seat_season_troop2,Material,Material,"{""Name"":""feature_more_select_seat_season_troop2"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/season_store.spriteatlasv2"",""sprite"":""feature_more_select_seat_season_troop2"",""tex"":""Assets/ModeSeason/Troop2/Textures/UI/SeasonStore/feature_more_select_seat_season_troop2.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
feature_season_troop2_skill_haste,Material,Material,"{""Name"":""feature_season_troop2_skill_haste"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/season_store.spriteatlasv2"",""sprite"":""CommanderAbilityHaste"",""tex"":""Assets/ModeSeason/Troop2/Textures/Ability/CommanderAbilityHaste.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
feature_season_troop2_skill_frostburst,Material,Material,"{""Name"":""feature_season_troop2_skill_frostburst"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/season_store.spriteatlasv2"",""sprite"":""CommanderAbilityFrostBurst"",""tex"":""Assets/ModeSeason/Troop2/Textures/Ability/CommanderAbilityFrostBurst.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
feature_season_troop2_skill_shield,Material,Material,"{""Name"":""feature_season_troop2_skill_shield"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/season_store.spriteatlasv2"",""sprite"":""CommanderAbilityShield"",""tex"":""Assets/ModeSeason/Troop2/Textures/Ability/CommanderAbilityShield.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
feature_season_troop2_skill_powerup,Material,Material,"{""Name"":""feature_season_troop2_skill_powerup"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/season_store.spriteatlasv2"",""sprite"":""CommanderAbilityPowerUp"",""tex"":""Assets/ModeSeason/Troop2/Textures/Ability/CommanderAbilityPowerUp.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
feature_season_troop2_skill_bonus,Material,Material,"{""Name"":""feature_season_troop2_skill_bonus"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/season_store.spriteatlasv2"",""sprite"":""CommanderAbilityBonus"",""tex"":""Assets/ModeSeason/Troop2/Textures/Ability/CommanderAbilityBonus.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_bug_feature,Material,Material,"{""Name"":""material_activity_coin_bug_feature"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_bug_feature"",""tex"":""Assets/RGTexture/items/material_activity_coin_bug_feature.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_bug_feature2,Material,Material,"{""Name"":""material_activity_coin_bug_feature2"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_bug_feature"",""tex"":""Assets/RGTexture/items/material_activity_coin_bug_feature.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_bug_feature3,Material,Material,"{""Name"":""material_activity_coin_bug_feature3"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_bug_feature"",""tex"":""Assets/RGTexture/items/material_activity_coin_bug_feature.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
feature_season_troop2_init_present,Material,Material,"{""Name"":""feature_season_troop2_init_present"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/season_store.spriteatlasv2"",""sprite"":""feature_season_troop2_init_present"",""tex"":""Assets/ModeSeason/Troop2/Textures/UI/SeasonStore/feature_season_troop2_init_present.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":0.6,""IconRotation"":0.0}"
feature_season_troop2_auto_store_level_up,Material,Material,"{""Name"":""feature_season_troop2_auto_store_level_up"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/season_store.spriteatlasv2"",""sprite"":""feature_season_troop2_auto_store_level_up"",""tex"":""Assets/ModeSeason/Troop2/Textures/UI/SeasonStore/feature_season_troop2_auto_store_level_up.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":0.7,""IconRotation"":0.0}"
feature_season_troop2_extra_team_size,Material,Material,"{""Name"":""feature_season_troop2_extra_team_size"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/season_store.spriteatlasv2"",""sprite"":""feature_season_troop2_extra_team_size"",""tex"":""Assets/ModeSeason/Troop2/Textures/UI/SeasonStore/feature_season_troop2_extra_team_size.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_school,Material,Material,"{""Name"":""material_activity_coin_school"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_school"",""tex"":""Assets/RGTexture/items/material_activity_coin_school.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_school_1,Material,Material,"{""Name"":""material_activity_coin_school_1"",""Localization"":""material_activity_coin_school"",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_school"",""tex"":""Assets/RGTexture/items/material_activity_coin_school.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_halloween_new_money,Material,Material,"{""Name"":""material_halloween_new_money"",""Localization"":""activity/halloween/new_money"",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""coin_soul_fragment"",""tex"":""Assets/RGTexture/items/coin_soul_fragment.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_dream,Material,Material,"{""Name"":""material_activity_coin_dream"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_dream"",""tex"":""Assets/RGTexture/items/material_activity_coin_dream.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_christmas2024,Material,Material,"{""Name"":""material_activity_christmas2024"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_christmas2024"",""tex"":""Assets/RGTexture/items/material_activity_christmas2024.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_season_treasure_box_3,Material,Material,"{""Name"":""material_season_treasure_box_3"",""Localization"":"""",""ItemValue"":3,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/season_store.spriteatlasv2"",""sprite"":""treasure_box_3_2"",""tex"":""Assets/RGTexture/season_store/treasure_box_3.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_fire,Material,Material,"{""Name"":""material_activity_coin_fire"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_fire"",""tex"":""Assets/RGTexture/items/material_activity_coin_fire.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_fire2,Material,Material,"{""Name"":""material_activity_coin_fire2"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_fire2"",""tex"":""Assets/RGTexture/items/material_activity_coin_fire2.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_reborn_egg,Material,Material,"{""Name"":""material_activity_coin_reborn_egg"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_reborn_egg"",""tex"":""Assets/RGTexture/items/material_activity_coin_reborn_egg.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_fusion_2025,Material,Material,"{""Name"":""material_activity_coin_fusion_2025"",""Localization"":""material_fusion_fragment"",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""fusion_fragment_2025"",""tex"":""Assets/RGTexture/items/fusion_fragment_2025.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_zongzi,Material,Material,"{""Name"":""material_activity_coin_zongzi"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""zongzi_fragment"",""tex"":""Assets/RGTexture/items/zongzi_fragment.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_zongzi2026,Material,Material,"{""Name"":""material_activity_coin_zongzi2026"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_zongzi2026"",""tex"":""Assets/RGTexture/items/material_activity_coin_zongzi2026.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_mecha2,Material,Material,"{""Name"":""material_activity_coin_mecha2"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_mecha2"",""tex"":""Assets/RGTexture/items/material_activity_coin_mecha2.png""},""IconPosition"":{""x"":0.0,""y"":0.2,""z"":0.0},""IconScale"":0.7,""IconRotation"":0.0}"
material_activity_coin_mecha2_ingame,Material,Material,"{""Name"":""material_activity_coin_mecha2_ingame"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_mecha2_ingame"",""tex"":""Assets/RGTexture/items/material_activity_coin_mecha2_ingame.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.3,""IconRotation"":0.0}"
material_activity_coin_legend,Material,Material,"{""Name"":""material_activity_coin_legend"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_legend"",""tex"":""Assets/RGTexture/items/material_activity_coin_legend.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_legend2,Material,Material,"{""Name"":""material_activity_coin_legend2"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_legend"",""tex"":""Assets/RGTexture/items/material_activity_coin_legend.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_legend_yin,Material,Material,"{""Name"":""material_activity_coin_legend_yin"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_legend_yin"",""tex"":""Assets/RGTexture/items/material_activity_coin_legend_yin.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_legend_token,Material,Material,"{""Name"":""material_activity_coin_legend_token"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_legend_token"",""tex"":""Assets/RGTexture/items/material_activity_coin_legend_token.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":0.82,""IconRotation"":0.0}"
material_activity_coin_legend_safe_token,Material,Material,"{""Name"":""material_activity_coin_legend_safe_token"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_legend_safe_token"",""tex"":""Assets/RGTexture/items/material_activity_coin_legend_safe_token.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":0.82,""IconRotation"":0.0}"
material_activity_coin_element,Material,Material,"{""Name"":""material_activity_coin_element"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_element"",""tex"":""Assets/RGTexture/items/material_activity_coin_element.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_plant,Material,Material,"{""Name"":""material_activity_coin_plant"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_plant"",""tex"":""Assets/RGTexture/items/material_activity_coin_plant.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_heroball,Material,Material,"{""Name"":""material_activity_coin_heroball"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_heroball"",""tex"":""Assets/RGTexture/items/material_activity_coin_heroball.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_activity_coin_gunmaster,Material,Material,"{""Name"":""material_activity_coin_gunmaster"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_activity_coin_gunmaster"",""tex"":""Assets/RGTexture/items/material_activity_coin_gunmaster.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_zongzi_leaf_basic,Material,Material,"{""Name"":""material_zongzi_leaf_basic"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_zongzi_leaf_basic"",""tex"":""Assets/RGTexture/items/material_zongzi_leaf_basic.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_zongzi_leaf_fire,Material,Material,"{""Name"":""material_zongzi_leaf_fire"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_zongzi_leaf_fire"",""tex"":""Assets/RGTexture/items/material_zongzi_leaf_fire.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_zongzi_leaf_guard,Material,Material,"{""Name"":""material_zongzi_leaf_guard"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_zongzi_leaf_guard"",""tex"":""Assets/RGTexture/items/material_zongzi_leaf_guard.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_zongzi_leaf_thunder,Material,Material,"{""Name"":""material_zongzi_leaf_thunder"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_zongzi_leaf_thunder"",""tex"":""Assets/RGTexture/items/material_zongzi_leaf_thunder.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_zongzi_leaf_wind,Material,Material,"{""Name"":""material_zongzi_leaf_wind"",""Localization"":"""",""ItemValue"":30,""ItemLevel"":0,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""material_zongzi_leaf_wind"",""tex"":""Assets/RGTexture/items/material_zongzi_leaf_wind.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_mech_fragment_m_mecha_normal_2s,Material,MechFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_m_mecha_normal_2s""},""Name"":""material_mech_fragment_m_mecha_normal_2s"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":5,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""blueprint_mecha_3"",""tex"":""Assets/RGTexture/items/blueprint_mecha.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_mech_fragment_m_mecha_normal_b,Material,MechFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_m_mecha_normal_b""},""Name"":""material_mech_fragment_m_mecha_normal_b"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":4,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""blueprint_mecha_0"",""tex"":""Assets/RGTexture/items/blueprint_mecha.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_mech_fragment_m_mecha_normal_d,Material,MechFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_m_mecha_normal_d""},""Name"":""material_mech_fragment_m_mecha_normal_d"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":4,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""blueprint_mecha_1"",""tex"":""Assets/RGTexture/items/blueprint_mecha.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
material_mech_fragment_m_mecha_normal_e,Material,MechFragment,"{""MaxCount"":8,""Blueprint"":{""item"":""blueprint_m_mecha_normal_e""},""Name"":""material_mech_fragment_m_mecha_normal_e"",""Localization"":"""",""ItemValue"":1200,""ItemLevel"":4,""Background"":{},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""blueprint_mecha_2"",""tex"":""Assets/RGTexture/items/blueprint_mecha.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
